title,price,original_title,publisher,release_month,release_year,pages_num,pg,cover_type,publication_type,authors,overview,url
Batman (2017) - 56,"R$20,90",Future State: The Next Batman (2021) 1-3,DC Comics,Novembro,2021,96,12 anos,Capa cartão,Revistas Periódicas,"John Ridley, Laura Braga, Nick Derington","O ESTADO FUTURO CHEGOU! Gotham City sempre foi perigosa, mas agora é completamente mortal! Após a tragédia do Dia A, o prefeito permitiu que o grupo privado de aplicação da lei conhecido como Magistrado assumisse o policiamento do chamado crime de máscara, o que deu origem a um novo Cavaleiro das Trevas! O que é essa misteriosa conexão dos combatentes do crime com o ex-armeiro do Batman, Lucius Fox? A luta pela justiça nunca foi tão perigosa!",https://panini.com.br/batman-2017-56
Coringa/Arlequina: Sanidade Criminosa Vol. 1,"R$41,00",,DC Comics,Agosto,2020,96,,,Livros e Edições Especiais,"Kami Garcia, Mico Suaylan, Mike Mayhew","Em Gotham City, onde crimes hediondos ocorrem cotidianamente, o departamento de polícia conta com a ajuda de Arlequina, uma jovem psiquiatra forense e estudiosa de perfis de criminosos para ajudar a resolver os casos mais difíceis. Acompanhe Arlequina à medida que sua obsessão em encontrar o psicopata conhecido como Coringa, responsável por tantas mortes a leva a um caminho perigoso. Da autora Kami Garcia e com arte de Mico Suayan e Mike Mayhew!",https://panini.com.br/coringa-arlequina-sanidade-criminosa-vol-1
Batman: Os Três Coringas Vol. 1,"R$14,90",Batman: Three Jokers 1,DC Comics,Março,2021,48,12 anos,,Livros e Edições Especiais,"Geoff Johns, Jason Fabok","Oito décadas após a estreia do Príncipe Palhaço do Crime nos quadrinhos, os mistérios sobre o maior vilão do Universo DC finalmente serão revelados nesta minissérie em três partes. Pelas talentosas mãos do roteirista Geoff Johns (Lanterna Verde) e do artista Jason Fabok (Batman), a HQ revela quem - ou o que - é o Coringa, e a resposta pode chocar muitos fãs. Edição imperdível!",https://panini.com.br/batman-os-tres-coringas-vol-1
Batman: Os Três Coringas Vol. 3,"R$14,90",Batman: Three Jokers 3,DC Comics,Maio,2021,48,16 anos,,Livros e Edições Especiais,"Geoff Johns, Jason Fabok","Ainda abalados pelo encontro anterior com os três Coringas, Batman, Batgirl e Capuz Vermelho descobrem a terrível verdade sobre a história dos três vilões. Os cruzados encapuzados deverão juntar forças para pôr um fim no plano dos maníacos mestres do crime, e a explicação definitiva sobre a trajetória da relação entre Batman e Coringa chega com a conclusão desta saga.          (Batman: The Three Jokers 3)",https://panini.com.br/batman-os-tres-coringas-vol-3
Coringa/Arlequina: Sanidade Criminosa Vol. 3,"R$44,90",,DC Comics,Novembro,2021,104,18 anos,Capa dura,Livros e Edições Especiais,"Jason Badower, Kami Garcia, Mico Suayan","O passado e o presente da Dra. Arlequina alcançaram um ponto de convergência, e as pessoas ao seu redor estão sofrendo por isso. Conforme sua investigação do assassino em série Coringa torna-se ainda mais intensa, as decisões que ela tomar a levarão para um perigo ainda mais ameaçador!",https://panini.com.br/coringa-arlequina-sanidade-criminosa-vol-3
Coringa/Arlequina: Sanidade Criminosa Vol. 2,"R$44,90",,DC Comics,Maio,2021,104,18 anos,Capa dura,Livros e Edições Especiais,"Jason Badower, Kami Garcia, Mico Suayan","O Departamento de Polícia de Gotham City não está conseguindo encontrar todas as pistas acerca dos crimes elaborados pelo gênio do mal que está agindo na cidade. Enquanto isso, a psiquiatra forense Arlequina está se aproximando da verdade. e do assassino.",https://panini.com.br/coringa-arlequina-sanidade-criminosa-vol-2
Batman: Cavaleiro Branco Apresenta - Arlequina,"R$62,90",,DC Comics,Outubro,2021,160,12 anos,Capa dura,Livros e Edições Especiais,"Katana Collins, Matteo Scalera, Sean Gordon Murphy","O Coringa está morto, Bruce Wayne está atrás das grades. e Gotham City está começando a se redefinir sem o Batman. Enquanto Arlequina se esforça para se acostumar à nova vida como mãe dos filhos de Jack Napier, um ardiloso criminoso chamado Produtor aproveita o momento para reunir um grupo de vilões. E quando uma cena do crime horripilante indica uma conexão com o Coringa, o agente do FBI Hector Quimby pede ajuda a Arlequina, pois acredita que ela seja a única pessoa que possa resolver o caso.",https://panini.com.br/batman-cavaleiro-branco-apresenta-arlequina
Cavaleiro Das Trevas: A Última Cruzada,"R$39,90",,DC Comics,Outubro,2020,64,,Capa dura,Livros e Edições Especiais,"Brian Azzarello, Frank Miller, John Romita Jr., Peter Steigerwald","Frank Miller se reúne novamente com seu antigo parceiro John Romita Jr. para contar os eventos ocorridos antes do seminal Batman: O Cavaleiro das Trevas. Nesta edição, veremos os motivos que levaram o Cavaleiro das Trevas a se tornar o homem sombrio e rancoroso, consumido pelo passado. Com participações de diversos personagens icônicos como Coringa, Hera Venenosa e Selina Kyle, esta história se aprofundará principalmente sobre o destino de Jason Todd. ",https://panini.com.br/cavaleiro-das-trevas-a-ultima-cruzada
Coringa: Antologia,"R$132,90",,DC Comics,Fevereiro,2021,368,12 anos,Capa dura,Livros e Edições Especiais,"Andy Clarke, Andy Kubert, Bruce Timm, Doug Mahnke, Ed Brubaker, Paul Dini","Os 80 anos do Príncipe Palhaço do Crime são celebrados com uma coletânea de suas histórias mais marcantes. Nas páginas deste volume estão reunidas histórias clássicas como a estreia do vilão, seu passado como Capuz Vermelho, a criação do Coringamóvel, o plano dos peixes risonhos e tantas outras.",https://panini.com.br/coringa-antologia
Crise De Identidade,"R$94,90",,DC Comics,Agosto,2020,264,16 anos,Capa dura,Livros e Edições Especiais,"Brad Meltzer, Rags Morales","Dizem que os super-heróis mantêm a identidade secreta para proteger seus entes queridos. O Homem-Elástico é um dos poucos cuja identidade é conhecida pelo público. Quando sua esposa é cruelmente assassinada no próprio lar, a tragédia atinge em cheio a comunidade de heróis. Unidos por seu ideal de combate ao crime, todos os vigilantes começam a vasculhar o país em busca de pistas e suspeitos. Mas Arqueiro Verde, Canário Negro, Gavião Negro, Eléktron e Zatanna ficam para trás, protegendo um segredo que, se revelado, pode modificar para sempre a relação entre heróis e vilões. Crise de Identidade foi sucesso de público e crítica, mudando para sempre o modo como olhamos para o universo dos super-heróis.",https://panini.com.br/crise-de-identidade
O Coringa (2022) Vol. 1,"R$39,90",,DC Comics,Março,2022,160,12 anos,,Livros e Edições Especiais,"Francesco Francavilla, Guillem March, James Tynion IV, Matthew Rosenberg","Após os eventos de Fronteira Infinita, o Coringa é o homem mais procurado do mundo! James Gordon, prestes a se aposentar, percebe que esta é a caçada da sua vida e a oportunidade de encerrar sua carreira com chave de ouro. Mas quais serão as outras forças misteriosas e mortíferas que também perseguem o Coringa? É o Príncipe Palhaço do Crime agora em suas aventuras próprias!",https://panini.com.br/o-coringa-2022-vol-1
Daphne Byrne,"R$62,90",,DC Comics,Setembro,2021,160,18 anos,Capa dura,Livros e Edições Especiais,"Kelley Jones, Laura Marks","Em uma reluzente Nova York do final do século 19, a raiva cresce dentro de Daphne, 14 anos. A morte repentina de seu pai a deixou sozinha com sua mãe afundada em depressão. Emocionalmente à deriva e vivendo fora de si, a viúva se torna uma presa fácil para um grupo de ocultistas que prometem entrar em contato com seu marido morto.   Enquanto isso, Daphne vivencia um encontro sobrenatural - uma presença estranha e insidiosa em seu próprio corpo. O Irmão, uma entidade encantadora com apetites indescritíveis, a visita em seus sonhos e sussurra em seu ouvido. Logo, Daphne está compartilhando de seu terrível poder, e não sabe o que o Irmão é ou o que ele quer. E mesmo se ela soubesse, não sabe se poderia pará-lo. Ou mesmo se iria querer.",https://panini.com.br/daphne-byrne
Os Novos Titãs Por George Pérez Vol. 2,"R$34,90",The New Teen Titans (1980) 7-12,DC Comics,Abril,2021,168,14 anos,Capa cartão,Livros e Edições Especiais,"George Pérez, Marv Wolfman","O aclamado desenhista George Pérez - ao lado da lenda dos roteiros Marv Wolfman - põe no papel a mais revolucionária e marcante fase dos Novos Titãs! Acompanhe a reformulação definitiva da equipe, apresentando uma nova dinâmica e elevando o status do grupo dentro do Universo DC a um patamar nunca antes alcançado. Neste volume, os jovens heróis precisam encarar o Quinteto Mortal e o Titereiro, mas a maior ameaça surge com o retorno dos mitológicos titãs gregos, um desafio para o qual nem mesmo Donna Troy pode estar preparada.",https://panini.com.br/os-novos-titas-por-george-perez-vol-2
Shazam! - Com Uma Palavra Mágica,"R$89,90",Justice League 0/7-11/14-16/18-21,DC Comics,Março,2023,192,12 anos,Capa dura,Livros e Edições Especiais,"Gary Frank, Geoff Johns",,https://panini.com.br/shazam-com-uma-palavra-magica-aaquar001
Batman: A Guerra Do Coringa - Efeitos Colaterais Vol. 2 (de 4),"R$27,90","Batgirl (2016) 47-49, Nightwing (2016) 73, Nightwing Annual (2018) 3",DC Comics,Abril,2021,128,12 anos,,Livros e Edições Especiais,"Cecil Castellucci, Dan Jurgens, Inaki Miranda, Robbi Rodriguez, Ryan Benjamin","A Guerra do Coringa segue se alastrando por toda Gotham City e o Palhaço do Crime vai ao encontro de Bárbara Gordon, revivendo traumas do passado. Testemunhe o retorno de James Gordon Jr. e quais são os planos definidos para Dick Grayson, o Asa Noturna, em mais um capítulo desta explosiva saga.",https://panini.com.br/batman-a-guerra-do-coringa-efeitos-colaterais-vol-2-de-4
Batman: A Guerra Do Coringa - Efeitos Colaterais Vol. 3 (de 4),"R$27,90","Batgirl (2016) 50, Nightwing (2016) 74-75, Dcs Crime Of Passion 2020 (Nightwing & Batgirl), New Talent Showcase 2017 (2018)  1 (Nightwing), New Years Evil (2020) (Harley Quinn)",DC Comics,Junho,2021,128,12 anos,,Livros e Edições Especiais,"Cecil Castellucci, Dan Jurgens, Marguerite Sauvage, Mariko Tamaki, Riley Rossmo, Ryan Benjamin","O Coringa alcançou seus objetivos por um tempo, assumindo o controle da cidade e arruinando Bruce Wayne! Deixado totalmente acabado no final de sua luta, Batman agora deve reconstruir sua vida e recuperar a confiança de seus aliados e cidadãos de Gotham. Isso porque novos inimigos, como a Gancho e o Criador de Fantasmas, não vão lhe dar tempo para recuperar o fôlego!          (Nightwing (2019) 74-75, Batgirl (2016) 50, Batman Secret Files (2020) 3)",https://panini.com.br/batman-a-guerra-do-coringa-efeitos-colaterais-vol-3-de-4
Batman: A Guerra Do Coringa - Efeitos Colaterais Vol. 4 (de 4),"R$27,90","Punchline (2020) 1, Nightwing (2019) 76 -77, Red Hood: Outlaw (2016) 51-52",DC Comics,Agosto,2021,128,12 anos,,Livros e Edições Especiais,"Dan Jurgens, James Tynion IV, Shawn Martinbrough","A Guerra do Coringa acabou e, se estamos falando de efeitos colaterais, não tem como não citar a Gancho. A nova assecla do rei palhaço do crime veio para ficar e aqui você confere uma história inteirinha dedicada a ela! E, como não podia deixar de ser, saiba o que acontecerá com o Asa Noturna e o Capuz Vermelho após o pior, supostamente, já ter passado.",https://panini.com.br/batman-a-guerra-do-coringa-efeitos-colaterais-vol-4-de-4
Batman: O Longo Dia Das Bruxas - Especial,"R$17,90",BATMAN: THE LONG HALLOWEEN SPECIAL (2021) 1,DC Comics,Junho,2022,48,12 anos,,Livros e Edições Especiais,,"Há vinte e cinco anos, você pensou que havia descoberto toda a história de Batman: O Longo Dia das Bruxas. Agora, os lendários autores Jeph Loeb e Tim Sale retornam a Gotham City para revelar um segredo que estava enterrado desde então! Um mistério que poderá destruir não somente o Batman, como também o Comissário Gordon, o Duas-Caras, e outros figurões da cidade!",https://panini.com.br/batman-o-longo-dia-das-bruxas-especial
Batman/Fortnite: Ponto Zero,"R$69,90",Batman/Fortnite: Zero Point 1-6,DC Comics,Setembro,2021,152,12 anos,Capa dura,Livros e Edições Especiais,"Christian Duce, Christos Gage, Reilly Brown","O crossover épico de Batman e o universo de Fortnite retorna em um encadernado especialíssimo! Descubra como o Homem-Morcego foi jogado em uma fenda, surgindo em uma Ilha misteriosa, sem lembranças e preso em um loop temporal que se reinicia de tempos em tempos. Qual será o grande mistério por trás dessa Ilha e dos lutadores que estão nela? ",https://panini.com.br/batman-fortnite-ponto-zero
Batman: Noites Em Gotham Vol. 2,"R$39,90",Batman: Gotham Nights (2020) 9-17,DC Comics,Março,2022,168,12 anos,,Livros e Edições Especiais,"Andy Clarke, Christopher Mooneyham, John Arcudi, Mark Russel, Priscilla Petraites, Steve Orlando","Continuando a coleção de contos inéditos estrelando o Homem-Morcego, sua inigualável galeria de vilões e seus fiéis aliados. Neste volume, presencie batalhas épicas do Cavaleiro das Trevas, em histórias fechadas com alguns dos mais fascinantes habitantes de Gotham, como o Coringa, a Mulher-Gato, o Duas-Caras, o Pinguim, o Espantalho, o Exterminador, e muito mais!",https://panini.com.br/batman-noites-em-gotham-vol-2
Batman: Noites Em Gotham Vol. 1,"R$31,90",Batman: Gotham Nights (2020) 1-8,DC Comics,Dezembro,2021,144,12 anos,,Livros e Edições Especiais,"Christopher Priest, Larry Hama, Mark Russel, Mirko Colak, Ryan Benjamin, Viktor Bogdanovic","Em seus mais de 80 anos de carreira, o Cavaleiro das Trevas estrelou inúmeros clássicos da nona arte e acumulou uma incomparável galeria de vilões e aliados. Este volume apresenta uma coleção de contos inéditos do Homem-Morcego enfrentando alguns de seus mais terríveis inimigos como o insano Coringa, a imprevisível Arlequina, a ativista Hera Venenosa, a esquizofrênica dupla Ventríloquo e Scarface, o incontrolável Cara de Barro, e muitos outros!",https://panini.com.br/batman-noites-em-gotham-vol-1
Hellblazer - Edição De Luxo Vol. 1,"R$134,90","(Hellblazer (1988) 1-9, The Saga of Swamp Thing 76-77)",DC Comics,Novembro,2022,304,18 anos,Capa dura,Livros e Edições Especiais,"Brett Ewins, Jamie Delano, John Ridgway, Rick Veitch, Tom Mandrake","Como um dos poucos magos que compreendem tanto as possibilidades quanto os riscos de sua arte, John Constantine conseguiu não se deixar perder nas artes sombrias, mas não foi capaz de evitar completamente suas garras sedutoras. Infelizmente, enquanto John conhece o verdadeiro preço da magia, o mundo está cheio de amadores dispostos a entregar suas almas por um gostinho de poder mágico. Este volume reúne as primeiras edições da série John Constantine, Hellblazer, incluindo também duas edições do Monstro do Pântano.",https://panini.com.br/hellblazer-edicao-de-luxo-vol-1
Batman: A Maldição Do Cavaleiro Branco - Edição De Luxo,"R$94,90","Batman: Curse Of The White Knight (2019) 1-8, Batman: White Knight Presents: Von Freeze (2020) 1",DC Comics,Novembro,2021,264,16 anos,Capa dura,Livros e Edições Especiais,"Klaus Janson, Matt Hollingsworth, Sean Murphy","Nesta sequência de Batman: O Cavaleiro Branco, o Coringa recruta Azrael para ajudá-lo a expor um segredo chocante do legado da família Wayne - e para destruir Gotham City! Enquanto Batman corre para proteger a cidade e seus entes queridos do perigo, o mistério de sua ancestralidade é desvendado, desferindo um golpe devastador no Cavaleiro das Trevas. Novos vilões emocionantes e aliados inesperados se enfrentam neste capítulo inesquecível da saga do Cavaleiro Branco.",https://panini.com.br/batman-a-maldicao-do-cavaleiro-branco-edicao-de-luxo
Bosque Profundo,"R$62,90","The Low, Low Woods (2020) 1 -6",DC Comics,Dezembro,2021,160,16 anos,Capa dura,Livros e Edições Especiais,"Carmen Maria Machado, Dani","Em uma pequena cidadezinha da Pensilvânia, as coisas estão cada vez mais estranhas. As minas de carvão abaixo da cidade estão abandonadas há anos. O bosque está repleto de coelhos com olhos humanos, uma mulher-cervo que persegue garotas e homens sem pele. E no centro, eventos misteriosos acontecem o tempo todo. Quando El e Octavia acordam em um cinema sem nenhuma lembrança das últimas horas de suas vidas, as duas adolescentes rebeldes começam uma jornada surreal e aterrorizante para descobrir a verdade sobre a bizarra cidade que elas chamam de lar.",https://panini.com.br/bosque-profundo
Shazam! E Os Sete Reinos Mágicos,"R$149,90","SHAZAM! (2019) #1-11, 13-14",DC Comics,Março,2023,336,12 anos,Capa dura,Livros e Edições Especiais,"Dale Eaglesham, Geoff Johns, Marco Santucci, Scott Kolins","O lendário escritor de quadrinhos Geoff Johns continua sua releitura moderna de Shazam. Após uma parada na misteriosa Pedra da Eternidade, fonte de seus poderes mágicos, Shazam e seus irmãos adotivos fazem uma viagem a uma série de terras mágicas. Mas esses mundos de fantasia escondem uma realidade sombria, onde os jovens heróis devem enfrentar um rei tirânico e tentar evitar acabar alimentando tigres famintos.",https://panini.com.br/shazam-e-os-sete-reinos-magicos
Batman/Superman: O Arquivo Dos Mundos,"R$57,90","Batman/Superman (2019) 16-22, Batman/Superman Annual 2021",DC Comics,Fevereiro,2022,216,12 anos,,Livros e Edições Especiais,"Gene Luen Yang, Ivan Reis, José Luís, Paul Pelletier","Após os eventos de Noites de Trevas: Death Metal, o Universo DC mudou completamente. Presencie a estreia de novos - e não tão novos - vilões perigosíssimos, como a Madame Aranha e o Dr. Átomo! São Batman e Superman como você jamais viu!",https://panini.com.br/batman-superman-o-arquivo-dos-mundos
O Batman Que Ri,"R$99,90",,DC Comics,Fevereiro,2022,232,16 anos,Capa dura,Livros e Edições Especiais,"Eduardo Risso, James Tynion IV, Jock, Scott Snyder","Numa realidade alternativa, Bruce Wayne finalmente atinge o seu limite e mata o Coringa. Porém, uma toxina presente no coração do vilão o infecta, transformando-o numa macabra criatura: o Batman que Ri! Após a saga Noites de Trevas: Metal, o Batman que Ri está arquitetando um plano sinistro. Quando o Bruce que conhecemos percebe que a única forma de impedi-lo é matando-o, ele considerará violar a mesma regra que acabou criando a sua versão deturpada!",https://panini.com.br/o-batman-que-ri
Lendas (Grandes Eventos DC),"R$74,90",(LEGENDS (1985) 1-6),DC Comics,Outubro,2022,160,12 anos,Capa dura,Livros e Edições Especiais,"John Byrne, John Ostrander, Len Wein","Reviva o primeiro grande crossover após os acontecimentos bombásticos de CRISE NAS INFINITAS TERRAS, por autores lendários como John Byrne, John Ostrander e Len Wein.",https://panini.com.br/lendas-grandes-eventos-dc
Batman/Fortnite Vol. 5,"R$9,90",Batman/Fortnite: Zero Point 5,DC Comics,Junho,2021,24,12 anos,Canoa,Livros e Edições Especiais,"Christos Gage, Reilly Brown","Um dos encontros mais inesperados finalmente acontece nos quadrinhos! Batman é chamado para investigar uma estranha ruptura que surgiu no céu de Gotham. Chegando ao local, se depara com a Arlequina, que decide se jogar dentro do misterioso fenômeno. Enquanto o Homem-Morcego avalia o que está acontecendo, é atacado à traição e acaba sendo atraído para dentro da ruptura. Despertando em outro lugar, o Cavaleiro das Trevas se vê sendo obrigado a lutar por sua vida e, ao mesmo tempo, reencontra um rosto conhecido... Para todo fã do jogo que é uma das maiores sensação atuais, descubra o que acontece quando Batman entra no universo de Fortnite!",https://panini.com.br/batman-fortnite-vol-5
Batman: O Mundo,"R$69,90",BATMAN THE WORLD HC,DC Comics,Setembro,2021,184,12 anos,Capa dura,Livros e Edições Especiais,"Alessandro Bilotta, Brian Azzarello, Carlos Estefan, Lee Bermejo, Nicola Mari, Paco Roca, Pedro Mauro","Esta coletânea, de lançamento mundial simultâneo, apresenta aventuras do Homem-Morcego transcorridas no passado e no presente, e ambientadas em 14 países diferentes -- incluindo uma trama que tem como cenário a cidade de São Paulo. Cada HQ foi escrita e desenhada por autores nativos dos países onde as ações se desenvolvem. Como extras, contém uma seção de esboços que revelam designs únicos para uniformes do herói.",https://panini.com.br/batman-o-mundo
Batmangá Por Jiro Kuwata Vol. 2,"R$52,90",,DC Comics,Dezembro,2022,336,12 anos,,Livros e Edições Especiais,Jiro Kuwata,"Quase cinquenta anos após ter sido publicado originalmente no Japão, o famoso Batmangá está agora totalmente traduzido e disponível para os leitores aqui  no Brasil, na íntegra e pela primeira vez! Mergulhe nestas belas e atemporais histórias escritas e ilustradas pelo lendário criador do mangá Jiro Kuwata.",https://panini.com.br/batmanga-por-jiro-kuwata-vol-2
Batman: Preto E Branco,"R$299,90","Batman Black And White (1996) 1-4, Batman: Gotham Knights (2000) 1-49 (II historias), Batman Black And White (2013) 1-6.",DC Comics,Agosto,2021,904,16 anos,Capa dura,Livros e Edições Especiais,"Alex Ross, Archie Goodwin, Bill Sienkiewicz, Brian Bolland, Bruce Timm, John Byrne, Katsuhiro Otomo, Neil Gaiman","Mais de uma centena de histórias curtas do Homem-Morcego em narrativas autorais assinadas pelos maiores nomes dos quadrinhos atuais em um volume único! Ao longo de mais de 800 páginas de HQs, o contraste entre o preto e o branco estabelecem uma unidade visual tão ousada quanto sombria, ideal para apresentar o Cavaleiro das Trevas enfrentando seus maiores inimigos e também seus demônios interiores. Uma galeria de pin-ups completa a edição, com trabalhos de Moebius, Neal Adams, Simon Bisley, Mike Mignola, Frank Miller e Alex Toth, entre outros!",https://panini.com.br/batman-preto-e-branco
Batman: O Mundo (Capa Variante),"R$69,90",BATMAN THE WORLD HC,DC Comics,Setembro,2021,184,12 anos,Capa dura,Livros e Edições Especiais,"Alessandro Bilotta, Brian Azzarello, Carlos Estefan, Lee Bermejo, Nicola Mari, Paco Roca, Pedro Mauro","Esta coletânea, de lançamento mundial simultâneo, apresenta aventuras do Homem-Morcego transcorridas no passado e no presente, e ambientadas em 14 países diferentes -- incluindo uma trama que tem como cenário a cidade de São Paulo. Cada HQ foi escrita e desenhada por autores nativos dos países onde as ações se desenvolvem. Como extras, contém uma seção de esboços que revelam designs únicos para uniformes do herói.",https://panini.com.br/batman-o-mundo-capa-variante
Batman Especial Vol. 2: Coringa - Aniversário De 80 Anos,"R$20,90",Joker 80th Anniversary (2020) 1,DC Comics,Agosto,2021,96,12 anos,,Revistas Periódicas,"Dan Mora, Greg Miller, James Tynion IV, Jock, Mikel Janin, Scott Snyder","Para celebrar os 80 anos do Príncipe Palhaço do Crime, nada como uma antologia capaz de reafirmar o Coringa como o maior vilão dos quadrinhos. São histórias assustadoras mostrando como ele se tornou um terror tanto para a polícia e os habitantes de Gotham quanto para o submundo da cidade. Tudo apresentado por alguns dos mais renomados autores da DC: Scott Snyder (Liga da Justiça), James Tynion IV (Detective Comics), Jock (Arqueiro Verde: Ano Um), Mikel Janín (Batman), entre outros. Participe desta festa você também. mas cuidado para o Coringa não querer fazer alguma de suas brincadeiras mortais com você!",https://panini.com.br/batman-especial-vol-2-coringa-aniversario-de-80-anos
Batman Especial Vol. 3: Robin - Aniversário De 80 Anos,"R$20,90",80TH ANNIVERSARY (2020) 1,DC Comics,Junho,2021,96,12 anos,,Revistas Periódicas,"Chuck Dixon, Javier Fernandez, Mikel Janin, Tim Seeley, Tom King","A DC celebra o 80º aniversário de Robin em grande estilo, com uma equipe criativa de estrelas que representa cada ação do personagem icônico em oito décadas de história! Das aventuras altaneiras de Dick Grayson à tragédia de Jason Todd, o entusiasmo de Tim Drake e a arrogância de Damian Wayne, a persistência de Stephanie Brown e a rebeldia de Carrie Kelley - o manto de Robin foi usado por muitos, mas sempre representa uma coisa: um herói.          (Robin 80th Anniversary (2020) 1)",https://panini.com.br/batman-especial-vol-3-robin-aniversario-de-80-anos
Batman E Robin: Antologia,"R$132,90","Detective Comics (1937) 38, 571, 677, 796, 826,  Batman (1940) 65, 105, 213, 408, 427, 456, Batman Adventures (1992) 31, All-Star Batman And Robin, The Boy Wonder (2005) 9, Batman: Battle For The Cowl (2009) 3, Batman And Robin (2009) 1, Batman Incorpo",DC Comics,Agosto,2021,376,12 anos,Capa dura,Livros e Edições Especiais,"Alan Davis, Bill Finger, Bob Kane, Jim Aparo, Jim Starlin, Mike W. Barr","Unidos contra o crime em Gotham, Batman e Robin formam uma dupla de super-heróis que cativou leitores de todas as idades. Neste volume, percorreremos setenta anos de aventuras da Dupla Dinâmica, viajando por sua história, passando por mudanças de personagens, grandes tragédias e histórias que ficaram no coração dos fãs! Uma antologia única que compila contribuições de Bill Finger, Bob Kane, Sheldon Moldoff, Ross Andru, Alan Davis, Jim Starlin, Pete Woods, Frank Miller, Jim Lee, Grant Morrison, Frank Quitely e muitos outros autores que fizeram a história da sétima arte!",https://panini.com.br/batman-e-robin-antologia
Batman Especial Vol. 4: Mulher-Gato - Aniversário De 80 Anos,"R$20,90",Catwoman 80th Anniversary (2020) 1,DC Comics,Setembro,2021,96,,,Revistas Periódicas,"Ann Nocenti, Emanuela Lupacchino, Mikel Janin, Paul Dini, Robson Rocha, Tom King","Em 2020, a felina mais famosa dos quadrinhos e da cultura pop fez 80 anos. Para comemorar as décadas de aventuras, roubos espetaculares e idas e vindas em seu relacionamento com Batman, a DC traz esta edição especial em que a Mulher-Gato é capturada por um exótico colecionador de felinos, topa com uma aspirante a sua aprendiz, se depara com um mistério envolvendo diferentes continuidades - e claro, conta com as caçadas entre a Gata e o Morcego! Junte-se a alguns dos roteiristas mais importantes em sua trajetória, como Mindy Newell, Ann Nocenti, Tom King e Paul Dini - e é claro, Ed Brubaker, que com Cameron Stewart homenageia o saudoso Darwyn Cooke.",https://panini.com.br/batman-especial-vol-4-mulher-gato-aniversario-de-80-anos
Batman: Acossado,"R$94,90","Batman: Legends Of The Dark Knight (1989) 11-15, 137-141",DC Comics,Janeiro,2022,256,14 anos,Capa dura,Livros e Edições Especiais,"Doug Moench, Jimmy Palmiotti, Paul Gulacy, Terry Austin","Batman deve enfrentar o sinistro Dr. Hugo Strange, um homem com um segredo mortal, que está determinado a matar o Cavaleiro das Trevas. Quem é o temível novo vilão e qual é sua ligação com o GCPD? E como a Mulher-Gato se encaixa em tudo isso? Descubra nesta incrível edição!",https://panini.com.br/batman-acossado
Batman: Veneno,"R$66,90",Batman: Legends Of The Dark Knight (1989) 16-20,DC Comics,Janeiro,2022,144,12 anos,Capa dura,Livros e Edições Especiais,"Denny O'Neil, Russell Braun, Trevor Von Eeden","Depois que o Homem-Morcego fracassa ao tentar salvar uma jovem, ele acaba se tornando viciado na perigosa substância conhecida como Veneno, e sua vida inteira sai totalmente de controle! Nesta edição de luxo de um clássico absoluto, a poderosa droga é introduzida ao Universo DC por Denny O'Neil e Russell Braun!",https://panini.com.br/batman-veneno
Batman: Vilões - Antologia,"R$184,90","Batman Legends of The Dark Knight (1989) 28-30, 50, Detective Comics (1939) 822, Catwoman (2002) 5, Batman (1940) 548-549, DC Special Series Batman 15, Batman and Robin 23.3, Joker's Asylum II: Killer Croc, Detective Comics (2011) 23.3, Batman/Poison I",DC Comics,Março,2022,456,12 anos,Capa dura,Livros e Edições Especiais,"James Tynion IV, Jock, Marshall Rogers, Matt Wagner, Patrick Gleason, Paul Pope, Tony S. Daniel","A grandeza de um herói é definida pela força de seus oponentes. e nisso o Batman é completamente insuperável! Do Senhor Frio ao Pinguim, de Duas Caras a Ra's al Ghul, passando pelo inevitável Coringa. Leia (ou releia) as maiores histórias dos personagens que fizeram do Batman o mito multimídia que conhecemos hoje. Com uma rica seção de extras e fichas de personagem, este é um livro de especialistas no Universo DC e para especialistas em formação! Uma imponente edição para celebrar os fascinantes supervilões que contribuíram para cimentar o mito do Homem Morcego.",https://panini.com.br/batman-viloes-antologia
Asa Noturna E Capuz Vermelho,"R$44,90","Future State: Nightwing (2021) 1-2, Future State: Dark Detective (2021) 2, 4 (II: Red Hood), Future State: The Next Batman (2021) 1,3 (II: Outsiders), Future State: Dark Detective (2021) 1,3 (II: Grifters) ",DC Comics,Janeiro,2022,192,12 anos,,Livros e Edições Especiais,"Andrew Constant, Brandom Thomas, Giannis Milonogiannis, Joshua Williamson, Nicola Scott, Sumit Kumar","O Batman se foi! Agora, Asa Noturna tem a missão de proteger os cidadãos de Gotham do Magistrado. Porém, você sabe que as coisas estão complicadas em Gotham quando o lugar mais seguro para o Dick se esconder é no abandonado Asilo Arkham! Ao receber uma visita de um mascarado afirmando ser o novo Batman, como ele reagirá? Além disso, descubra o futuro de Jason Todd, o Capuz Vermelho!",https://panini.com.br/asa-noturna-e-capuz-vermelho
